Production_budget,Worldwide_gross
12000000,87793
40000000,87949859
30000000,87956618
15000000,87973835
263000000,872395091
14500000,872757
20000000,873617
100000000,879225135
300000000,879500760
95000000,879765137
50000000,88316835
37500000,88473016
12000000,88538742
15500000,88611837
60000000,88832210
70000000,88933562
32000000,88978458
175000000,880166350
25000000,881745
800000,881950
7700000,882290
9000000,883887
1000000,884
3500000,886410
75000000,886606412
1200000,887000
109000000,887210985
35000000,89102315
400000,89134
32000000,89441732
25000000,89476265
750000,89609
100000000,89693309
75000000,89758389
50000000,89895930
30000000,89955540
3500000,890303
13500000,892506
5000000,894030
258000000,894860230
3000000,895932
150000000,897099794
3900000,9000000
1500000,9000000
1000000,9000000
1000000,9000000
3000000,9012000
3000000,9017070
30000000,9037427
15000000,9059170
10000000,9069
400000,9071
18000000,9082906
900000,9097072
5000000,9109597
550000,9111
350000,9118
2160000,9132000
11000000,9170214
2000000,9172000
25000000,9186073
6200000,9205924
20000000,9208876
1800000,9233730
2000000,9250000
4600000,9261711
10000000,9263940
8000000,9266180
5360529,9279960
25000000,9286314
1100000,9297407
11000000,9307166
25000000,9313302
4500000,9330465
1500000,9345061
27000000,9352089
20000000,9355369
5000000,9371036
12500000,9376444
500000,9387581
6400000,9394401
4000000,9412015
10000000,9424052
40000000,9430149
17000000,9438074
7400000,9443864
25000000,9445081
22000000,9448623
500000,9470209
2000000,9505996
55000000,9521458
6800000,9533964
20000000,9537120
15000000,9579068
2500000,9598
910000,9600000
2000000,9615464
1000000,9617402
13000000,9633387
3000000,9639390
20000000,9649039
5800000,9662214
50000000,9667188
45000000,9676497
1700000,9696537
1700000,9700000
5100000,9709597
17000000,9729088
25000000,9742480
4300000,9791282
30000,9812
50000000,9812870
37500000,9813309
22000000,9818792
4000000,9821335
3500000,9871
15000000,9932339
4400000,9969237
3000000,9981635
20000000,9985316
17000000,90008356
1300000,90213
35000000,90221182
48000000,90376224
10000000,90384306
26000000,90396664
10000000,90453550
60000000,90482317
17500000,90508336
45000000,90523726
55000000,90552675
60000000,90558582
23000000,90614445
40000000,90717684
6000000,90777
8000000,90815558
5000000,90904854
10000000,90909
7000,900
558000,900000
55000000,900805359
10000000,900926
1305000,909000
15000000,909822
25000000,91036760
25000000,91116
40000000,91126600
3000000,91266581
10000000,91328463
30000000,91388487
50000000,91419352
32000000,91444095
7000000,91513111
95000000,91669648
42000000,91678442
100000000,91800000
20000000,91902438
28000000,91943956
159000000,910234
40000000,915840
10000000,92094360
18000000,92096558
40000000,92110539
40000000,92256918
40000000,92302502
18000000,92357499
30000000,92494381
22000000,92542418
12000000,92618117
17000000,92670237
20000000,92678948
50000000,92690959
4500000,92723
12000000,92863945
18000000,92935067
16000000,92961960
21500000,92987651
40000000,92994927
1500000,922727
2000000,926
5000000,927074
6800000,927107
94000000,927598249
10000000,93074616
35000000,93291478
120000000,93394462
15000000,93411426
27000000,93466095
15000000,93589701
13500000,93631744
58000000,93672764
250000000,935213767
70000000,935253978
94000000,936181011
28000000,94050951
30000000,94156456
45000000,94215000
22000000,94270488
28000000,94500826
21000000,94523781
10000,94596
50000000,94704227
28000000,94728529
38000000,94763758
16000000,94812
32000000,94875000
95000000,94894448
75000000,94944017
18000000,94953
70000000,94973540
750000,940936
150000000,943076457
250000000,945577621
17000000,95092667
35000000,95104304
3000000,95204
100000000,95255485
3500000,95292744
60000000,95538560
75000000,95572749
28000000,95607360
13000000,95638592
22000000,95708457
35000000,95713069
12000000,95800000
30000000,95857262
15000000,95872148
40000000,95989590
4000000,953314
900000,958978
82000000,96024898
37000000,96068724
35000000,96096018
20000000,96147688
80000000,96148711
100000000,96150482
40000000,96398826
20000000,96407655
50000000,96469187
25000000,96633833
26000000,96666486
27500000,96673002
1000000,96734
5000000,96760
3500000,96793
30000000,96890794
27000000,96900000
20000000,96908458
72000000,96947540
85000000,96971293
250000000,960238087
175000000,960360109
125000000,960429357
300000000,963420425
90000000,964496193
4600000,968805
25000000,97030468
37000000,97143987
75000000,97387965
29000000,97413527
31000000,97470701
100000000,97523020
28000000,97531134
7000000,97600000
20000000,97628717
50000000,97651543
37000000,97658712
52000000,97709034
17000000,97778356
35000000,97799865
11000000,97837138
21000000,97896107
8000000,973443
125000000,973519921
4000000,973613
76000000,975216835
4000000,978527
800000,98000000
20000000,98114471
100000000,98227017
38000000,98230839
18000000,98267558
80000000,98341932
30000000,98345423
25000000,98406855
5000000,98677816
55000000,98699769
7000000,98754000
15000000,98800000
1500000,98806
60000000,98819789
53000000,98837872
12000000,98963392
80000000,98983590
79300000,986214868
5000000,989319
80000000,99010667
13000000,99034125
100000000,99123656
24000000,99135571
5000000,99147
32000000,99296462
35000000,99423000
51000000,99624873
200000,99750000
60000000,99823958
1500000,99870886
21000000,991329
12000000,994790
10000000,997921
